Q1_Please_enter_your_age,Q2_What_is_your_gender,Q3_How_satisfied_are_you_with_our_service,completion_time_sec
69,Female,3.0,102
47,Male,,106
7,Male,4.0,95
59,Male,4.0,59
52,Male,,55
69,Female,4.0,148
75,Male,5.0,118
64,Male,3.0,103
18,Male,3.0,64
85,Prefer not to say,4.0,103
18,Female,5.0,61
13,Prefer not to say,4.0,184
89,Other,4.0,64
49,Other,3.0,68
6,Other,4.0,40
36,Male,,25
12,Other,4.0,142
40,Male,4.0,120
41,Male,3.0,82
19,Male,4.0,99
38,Female,4.0,71
25,Female,4.0,25
13,Other,5.0,78
44,Other,3.0,48
30,Other,4.0,91
26,Female,4.0,90
17,Female,5.0,16
29,Female,4.0,82
75,Female,5.0,36
19,Female,2.0,31
80,Other,1.0,90
49,Other,4.0,90
25,Prefer not to say,4.0,128
44,Prefer not to say,4.0,143
51,Male,4.0,65
65,Prefer not to say,5.0,85
18,Other,5.0,26
76,Prefer not to say,3.0,36
71,Prefer not to say,4.0,90
80,Female,4.0,19
51,Other,3.0,46
20,Prefer not to say,4.0,125
75,Prefer not to say,3.0,9
22,Prefer not to say,2.0,4
49,Male,2.0,67
27,Female,4.0,39
30,Male,2.0,20
70,Other,4.0,122
6,Other,3.0,14
26,Female,4.0,7
42,Female,3.0,80
46,Male,4.0,42
32,Female,4.0,100
67,Prefer not to say,5.0,84
21,Other,5.0,154
86,Prefer not to say,2.0,26
63,Male,4.0,74
6,Female,5.0,21
83,Male,5.0,56
83,Male,3.0,62
54,Male,2.0,18
19,Female,4.0,20
22,Other,3.0,23
81,Male,4.0,38
42,Prefer not to say,3.0,115
12,Other,1.0,9
84,Prefer not to say,4.0,40
24,Prefer not to say,5.0,211
64,Prefer not to say,5.0,63
30,Male,2.0,76
39,Male,4.0,6
85,Prefer not to say,5.0,57
30,Male,3.0,94
22,Male,,12
48,Prefer not to say,4.0,65
11,Prefer not to say,3.0,54
39,Prefer not to say,3.0,35
16,Prefer not to say,1.0,96
48,Other,3.0,66
45,Prefer not to say,3.0,74
58,Male,4.0,67
5,Female,3.0,139
29,Male,1.0,4
84,Female,,49
19,Other,2.0,27
79,Female,2.0,44
7,Prefer not to say,4.0,57
49,Male,4.0,49
49,Other,4.0,88
55,Female,3.0,29
46,Other,4.0,111
43,Male,4.0,36
24,Female,5.0,20
83,Female,3.0,40
22,Male,3.0,72
43,Prefer not to say,4.0,15
33,Prefer not to say,2.0,54
24,Female,3.0,41
46,Female,3.0,79
83,Female,1.0,54
16,Male,5.0,26
60,Female,4.0,50
16,Male,,52
57,Prefer not to say,,21
12,Female,1.0,172
62,Male,3.0,198
28,Female,4.0,94
65,Female,1.0,28
5,Female,3.0,49
82,Other,4.0,87
74,Male,3.0,94
49,Other,3.0,84
13,Female,4.0,35
5,Male,4.0,112
77,Other,3.0,33
28,Prefer not to say,5.0,36
64,Female,4.0,17
86,Female,5.0,2
52,Female,5.0,80
43,Other,4.0,77
22,Prefer not to say,3.0,21
56,Male,3.0,38
6,Prefer not to say,2.0,78
40,Female,3.0,44
52,Prefer not to say,4.0,29
39,Male,2.0,10
74,Prefer not to say,3.0,104
85,Female,4.0,67
76,Male,4.0,40
46,Prefer not to say,2.0,78
78,Female,2.0,37
84,Other,5.0,64
42,Female,4.0,56
30,Other,5.0,38
35,Female,4.0,129
56,Prefer not to say,4.0,19
64,Male,4.0,19
12,Female,4.0,104
65,Prefer not to say,5.0,20
39,Female,4.0,134
38,Prefer not to say,3.0,35
14,Male,4.0,49
44,Female,4.0,145
56,Male,4.0,12
16,Other,4.0,106
31,Female,4.0,20
23,Male,5.0,39
61,Male,3.0,25
58,Other,5.0,28
19,Other,4.0,33
41,Female,4.0,4
65,Male,2.0,126
22,Female,3.0,26
48,Prefer not to say,2.0,20
88,Female,3.0,34
25,Prefer not to say,2.0,83
33,Other,4.0,90
19,Male,4.0,38
72,Prefer not to say,4.0,36
68,Prefer not to say,3.0,75
18,Prefer not to say,5.0,197
41,Prefer not to say,4.0,97
58,Other,2.0,75
63,Prefer not to say,3.0,14
63,Prefer not to say,3.0,70
89,Male,5.0,88
59,Female,4.0,13
47,Male,3.0,19
56,Other,4.0,26
43,Other,5.0,28
81,Male,3.0,29
23,Male,3.0,54
60,Prefer not to say,5.0,63
40,Male,3.0,120
56,Male,3.0,59
48,Female,5.0,37
50,Female,5.0,37
44,Female,2.0,144
84,Female,,23
57,Other,4.0,182
61,Male,4.0,89
23,Prefer not to say,4.0,39
82,Male,4.0,50
48,Female,5.0,72
24,Other,1.0,44
48,Other,,32
47,Other,,2
11,Male,4.0,36
46,Male,4.0,86
66,Female,4.0,151
6,Other,4.0,60
81,Other,4.0,16
50,Female,4.0,59
42,Male,4.0,192
5,Male,4.0,14
51,Female,2.0,34
17,Other,5.0,53
64,Prefer not to say,1.0,84
85,Prefer not to say,,31
68,Prefer not to say,5.0,48
72,Female,4.0,28
59,Other,4.0,62
35,Other,3.0,70
18,Prefer not to say,,26
89,Female,4.0,40
9,Female,1.0,31
58,Other,4.0,45
57,Other,,42
41,Prefer not to say,4.0,69
61,Prefer not to say,3.0,46
7,Female,4.0,62
81,Other,4.0,41
15,Other,5.0,29
46,Other,4.0,179
59,Female,4.0,202
42,Other,2.0,30
28,Other,5.0,127
13,Male,5.0,148
17,Prefer not to say,4.0,25
22,Female,2.0,26
14,Female,3.0,41
16,Other,,134
51,Male,5.0,108
87,Female,2.0,41
87,Other,4.0,39
14,Prefer not to say,4.0,124
5,Other,3.0,49
61,Prefer not to say,4.0,10
75,Other,3.0,12
15,Male,5.0,30
57,Male,5.0,111
8,Male,4.0,128
65,Female,4.0,49
89,Female,4.0,14
14,Female,5.0,23
9,Male,4.0,79
65,Female,3.0,127
80,Male,4.0,100
34,Male,4.0,62
61,Other,3.0,80
37,Other,2.0,32
41,Other,4.0,45
86,Other,2.0,74
72,Prefer not to say,4.0,37
27,Male,5.0,211
74,Other,4.0,27
11,Other,5.0,24
23,Male,4.0,103
19,Female,5.0,78
36,Female,4.0,8
83,Prefer not to say,1.0,30
63,Prefer not to say,3.0,73
74,Female,4.0,55
74,Female,2.0,102
10,Female,5.0,18
80,Female,4.0,97
70,Prefer not to say,4.0,91
8,Male,4.0,38
74,Other,5.0,138
61,Other,3.0,18
65,Female,4.0,12
60,Prefer not to say,5.0,80
18,Other,3.0,30
87,Prefer not to say,4.0,40
11,Prefer not to say,4.0,55
58,Female,4.0,29
86,Other,2.0,41
62,Male,4.0,84
65,Prefer not to say,2.0,94
76,Female,4.0,36
32,Male,4.0,57
89,Other,3.0,9
59,Male,5.0,99
78,Male,,146
57,Prefer not to say,1.0,31
87,Female,3.0,7
48,Female,4.0,29
32,Male,4.0,163
50,Other,2.0,132
53,Other,3.0,61
71,Other,4.0,98
31,Female,4.0,47
85,Female,4.0,77
83,Female,3.0,50
43,Female,5.0,18
88,Female,4.0,84
31,Other,3.0,126
39,Male,4.0,77
51,Prefer not to say,3.0,24
56,Female,3.0,161
73,Prefer not to say,,98
70,Prefer not to say,4.0,153
45,Prefer not to say,4.0,23
54,Prefer not to say,1.0,79
49,Other,4.0,96
24,Other,4.0,104
75,Prefer not to say,4.0,55
40,Other,5.0,102
76,Prefer not to say,3.0,21
74,Female,2.0,141
28,Other,5.0,33
40,Other,5.0,80
9,Other,,58
88,Female,3.0,30
24,Prefer not to say,4.0,69
57,Male,2.0,10
44,Male,4.0,51
54,Male,3.0,25
78,Other,1.0,52
71,Female,5.0,34
39,Female,4.0,35
68,Other,5.0,13
41,Female,4.0,40
49,Female,4.0,101
42,Male,2.0,81
89,Other,4.0,12
31,Other,,47
69,Male,4.0,135
77,Male,4.0,47
7,Female,,74
63,Female,3.0,23
34,Male,2.0,63
20,Male,4.0,174
33,Other,5.0,71
74,Other,4.0,21
82,Prefer not to say,5.0,30
78,Male,5.0,15
28,Male,5.0,51
11,Female,5.0,40
53,Prefer not to say,1.0,36
67,Prefer not to say,5.0,52
50,Other,5.0,79
52,Male,1.0,30
29,Male,3.0,21
47,Prefer not to say,3.0,41
59,Other,4.0,47
38,Male,4.0,49
69,Other,4.0,29
32,Female,4.0,2
45,Other,4.0,70
33,Female,5.0,112
36,Female,1.0,48
73,Prefer not to say,4.0,186
38,Female,4.0,53
63,Prefer not to say,4.0,34
65,Female,,24
56,Prefer not to say,4.0,61
67,Prefer not to say,4.0,51
30,Other,4.0,15
81,Other,4.0,34
16,Prefer not to say,5.0,33
26,Female,5.0,57
77,Male,4.0,18
60,Female,3.0,77
10,Prefer not to say,3.0,99
40,Female,2.0,60
78,Female,2.0,65
63,Prefer not to say,5.0,53
63,Prefer not to say,3.0,84
72,Male,3.0,79
56,Male,4.0,36
72,Female,4.0,100
81,Prefer not to say,3.0,32
84,Other,4.0,125
55,Male,4.0,26
72,Male,4.0,40
30,Female,1.0,54
77,Prefer not to say,4.0,163
45,Other,4.0,40
79,Prefer not to say,5.0,47
9,Other,5.0,155
57,Prefer not to say,4.0,70
42,Other,1.0,20
57,Male,2.0,5
60,Male,4.0,73
23,Female,4.0,158
69,Female,3.0,15
73,Male,4.0,22
57,Other,4.0,48
23,Prefer not to say,4.0,86
70,Other,2.0,37
52,Male,3.0,21
70,Male,4.0,86
77,Female,4.0,64
22,Other,2.0,38
84,Other,4.0,14
43,Prefer not to say,4.0,105
77,Prefer not to say,4.0,24
55,Other,4.0,11
27,Female,3.0,63
37,Male,4.0,68
64,Prefer not to say,2.0,22
63,Female,4.0,28
30,Male,3.0,37
21,Male,3.0,39
57,Female,4.0,137
82,Male,5.0,155
81,Male,4.0,85
47,Female,2.0,114
52,Prefer not to say,4.0,14
86,Male,5.0,128
24,Male,5.0,116
39,Female,4.0,77
37,Male,4.0,36
85,Prefer not to say,4.0,59
80,Prefer not to say,5.0,29
6,Other,5.0,41
38,Female,4.0,43
80,Prefer not to say,4.0,16
36,Female,5.0,44
25,Female,3.0,17
9,Prefer not to say,4.0,24
32,Female,5.0,35
52,Male,2.0,103
73,Other,4.0,29
74,Other,4.0,105
87,Female,5.0,56
44,Female,4.0,94
10,Prefer not to say,3.0,76
18,Prefer not to say,,49
71,Female,4.0,85
15,Female,,16
43,Prefer not to say,4.0,44
45,Male,2.0,69
28,Female,3.0,81
47,Other,,20
86,Female,2.0,36
78,Female,5.0,30
30,Other,5.0,22
33,Prefer not to say,4.0,80
6,Other,3.0,70
34,Male,4.0,40
78,Other,4.0,97
80,Prefer not to say,4.0,50
88,Prefer not to say,4.0,33
61,Female,2.0,47
63,Prefer not to say,5.0,87
23,Other,3.0,75
58,Female,3.0,93
74,Male,3.0,53
27,Male,4.0,140
87,Other,2.0,23
37,Male,3.0,69
70,Prefer not to say,3.0,56
83,Female,2.0,41
15,Male,4.0,33
22,Male,2.0,58
69,Male,2.0,48
36,Male,4.0,38
8,Female,5.0,53
40,Female,4.0,70
61,Female,3.0,96
37,Female,4.0,43
18,Male,4.0,48
52,Male,4.0,38
41,Male,4.0,34
9,Other,5.0,9
54,Male,5.0,26
65,Other,,26
73,Prefer not to say,4.0,48
42,Male,4.0,65
50,Other,4.0,94
19,Male,1.0,49
41,Other,4.0,29
31,Prefer not to say,4.0,40
5,Prefer not to say,5.0,110
33,Male,2.0,57
76,Prefer not to say,1.0,24
11,Female,4.0,67
33,Prefer not to say,4.0,126
35,Prefer not to say,4.0,74
42,Prefer not to say,4.0,48
12,Male,,198
41,Female,1.0,169
63,Male,3.0,58
83,Female,4.0,30
58,Other,1.0,56
62,Prefer not to say,5.0,38
30,Other,3.0,28
52,Female,3.0,31
15,Female,4.0,57
27,Other,,4
38,Female,3.0,48
37,Other,4.0,76
85,Other,4.0,167
6,Female,1.0,117
65,Female,5.0,91
8,Prefer not to say,5.0,178
16,Female,5.0,42
33,Other,3.0,24
46,Male,3.0,50
87,Other,2.0,62
61,Male,2.0,87
54,Other,4.0,24
70,Prefer not to say,,81
11,Female,4.0,113
61,Other,4.0,24
50,Prefer not to say,3.0,76
26,Female,4.0,33
15,Male,2.0,82
37,Female,2.0,34
58,Female,4.0,38
24,Female,4.0,60
9,Other,3.0,117
72,Female,4.0,63
18,Other,3.0,114
7,Prefer not to say,1.0,52
86,Male,3.0,43
62,Other,4.0,14
31,Male,4.0,77
8,Female,,78
71,Prefer not to say,4.0,45
68,Female,4.0,47
46,Male,2.0,15
33,Prefer not to say,5.0,54
84,Other,3.0,40
39,Female,2.0,55
23,Prefer not to say,4.0,48
83,Other,3.0,44
73,Other,5.0,61
35,Other,3.0,32
47,Prefer not to say,5.0,65
77,Prefer not to say,4.0,45
81,Male,5.0,20
25,Male,2.0,40
69,Other,,60
81,Male,4.0,80
38,Other,4.0,37
65,Other,4.0,22
40,Prefer not to say,5.0,66
84,Female,5.0,38
78,Prefer not to say,5.0,104
45,Male,4.0,37
38,Male,5.0,17
29,Other,4.0,61
61,Other,4.0,29
69,Male,4.0,8
80,Female,,5
26,Male,1.0,35
64,Other,1.0,55
58,Prefer not to say,3.0,56
26,Female,4.0,93
65,Prefer not to say,4.0,26
70,Prefer not to say,5.0,165
49,Prefer not to say,5.0,15
76,Male,5.0,158
73,Prefer not to say,2.0,34
68,Prefer not to say,5.0,16
14,Other,5.0,51
71,Prefer not to say,3.0,149
15,Prefer not to say,4.0,37
32,Other,5.0,26
9,Female,2.0,26
16,Female,,121
48,Other,5.0,47
33,Male,5.0,25
82,Male,1.0,68
40,Female,3.0,21
39,Female,5.0,45
12,Prefer not to say,3.0,59
20,Prefer not to say,,44
47,Male,3.0,17
73,Male,,23
20,Prefer not to say,4.0,145
60,Other,5.0,51
45,Prefer not to say,,62
81,Other,4.0,155
12,Male,5.0,73
58,Prefer not to say,4.0,26
9,Other,3.0,22
13,Other,5.0,83
70,Male,4.0,105
75,Prefer not to say,2.0,40
34,Prefer not to say,1.0,55
85,Male,4.0,27
69,Other,4.0,54
34,Other,5.0,66
51,Female,5.0,53
35,Other,5.0,35
64,Male,5.0,73
79,Other,4.0,17
84,Prefer not to say,2.0,49
13,Female,4.0,53
80,Female,4.0,100
58,Male,4.0,4
65,Prefer not to say,2.0,59
68,Female,4.0,36
84,Male,2.0,40
10,Male,5.0,90
49,Prefer not to say,3.0,29
69,Other,3.0,79
81,Prefer not to say,3.0,30
41,Female,4.0,151
77,Female,5.0,116
21,Other,3.0,30
29,Male,5.0,21
54,Other,,77
75,Female,4.0,55
35,Female,5.0,42
36,Female,1.0,13
52,Other,3.0,29
87,Other,4.0,114
21,Prefer not to say,3.0,66
65,Male,5.0,31
61,Other,3.0,77
61,Female,3.0,31
74,Prefer not to say,3.0,27
37,Male,4.0,51
23,Prefer not to say,5.0,69
19,Male,2.0,91
39,Other,5.0,67
53,Other,5.0,227
40,Male,2.0,82
58,Male,4.0,114
40,Female,5.0,25
57,Male,4.0,31
64,Male,4.0,17
78,Other,2.0,21
48,Male,5.0,22
37,Female,4.0,64
48,Other,3.0,41
59,Other,4.0,92
78,Other,5.0,105
48,Other,3.0,30
55,Other,2.0,101
55,Female,3.0,53
11,Other,,34
89,Other,4.0,48
5,Female,4.0,38
17,Prefer not to say,4.0,81
77,Male,2.0,62
52,Female,4.0,52
88,Female,4.0,53
51,Female,5.0,51
51,Prefer not to say,5.0,40
14,Prefer not to say,5.0,86
30,Female,4.0,41
54,Female,5.0,194
51,Other,4.0,64
48,Prefer not to say,5.0,39
5,Other,1.0,47
67,Prefer not to say,2.0,86
21,Prefer not to say,4.0,15
21,Prefer not to say,5.0,11
43,Other,5.0,78
47,Male,1.0,67
80,Female,5.0,26
45,Prefer not to say,4.0,65
19,Male,3.0,84
5,Other,3.0,87
62,Other,4.0,112
58,Prefer not to say,4.0,93
79,Female,5.0,5
9,Other,5.0,51
66,Female,4.0,220
86,Prefer not to say,5.0,75
86,Female,3.0,63
75,Female,4.0,6
50,Other,4.0,42
69,Female,5.0,27
32,Male,2.0,23
88,Female,5.0,183
45,Female,1.0,5
27,Prefer not to say,5.0,58
36,Female,4.0,51
62,Other,,60
43,Prefer not to say,4.0,41
86,Male,4.0,77
37,Male,4.0,41
62,Female,4.0,73
36,Female,4.0,37
54,Female,3.0,35
55,Male,5.0,30
81,Male,4.0,24
23,Other,2.0,30
7,Prefer not to say,2.0,92
21,Other,4.0,41
47,Prefer not to say,2.0,19
33,Male,4.0,27
48,Male,2.0,136
56,Female,4.0,193
32,Male,3.0,75
88,Female,5.0,124
38,Female,3.0,235
84,Male,4.0,72
58,Other,4.0,116
6,Other,5.0,23
21,Female,4.0,12
88,Prefer not to say,,21
22,Prefer not to say,5.0,84
32,Prefer not to say,4.0,16
32,Male,3.0,152
56,Other,5.0,32
20,Female,5.0,76
37,Female,1.0,5
89,Male,5.0,68
9,Prefer not to say,4.0,91
49,Prefer not to say,4.0,91
41,Male,5.0,6
86,Male,4.0,16
56,Female,1.0,56
68,Other,3.0,36
66,Other,4.0,35
9,Other,4.0,30
15,Prefer not to say,5.0,110
7,Female,5.0,34
55,Female,4.0,132
64,Male,4.0,36
70,Male,3.0,189
61,Female,5.0,77
21,Female,4.0,57
7,Male,3.0,44
7,Other,4.0,50
44,Prefer not to say,4.0,48
84,Other,4.0,36
80,Other,5.0,49
67,Prefer not to say,5.0,67
55,Male,5.0,45
5,Prefer not to say,3.0,49
55,Other,3.0,190
8,Female,4.0,23
85,Female,3.0,35
87,Male,4.0,30
8,Prefer not to say,3.0,94
51,Other,4.0,37
43,Female,4.0,94
88,Male,2.0,70
53,Other,,56
61,Female,4.0,23
43,Other,4.0,53
72,Male,1.0,24
21,Female,4.0,37
19,Male,5.0,76
32,Female,5.0,32
20,Female,3.0,27
10,Female,2.0,23
36,Other,3.0,79
85,Male,5.0,46
29,Male,4.0,42
43,Other,4.0,156
21,Male,5.0,13
50,Other,,44
83,Female,5.0,140
57,Other,1.0,61
55,Prefer not to say,2.0,20
22,Other,5.0,23
24,Other,5.0,16
9,Prefer not to say,5.0,54
66,Female,4.0,31
16,Female,4.0,153
85,Other,4.0,97
34,Female,4.0,31
87,Prefer not to say,5.0,68
20,Female,3.0,12
6,Female,3.0,71
80,Female,2.0,31
7,Other,4.0,118
12,Female,3.0,71
41,Prefer not to say,4.0,72
57,Male,4.0,125
59,Male,5.0,5
53,Other,4.0,113
63,Female,2.0,53
64,Female,4.0,54
82,Male,5.0,4
50,Prefer not to say,3.0,11
67,Female,3.0,31
83,Other,3.0,25
36,Prefer not to say,5.0,28
70,Male,4.0,55
89,Other,,56
8,Male,4.0,14
33,Other,5.0,76
53,Other,4.0,33
27,Female,4.0,13
7,Female,3.0,54
58,Female,4.0,22
25,Female,2.0,175
84,Female,5.0,128
48,Male,2.0,71
24,Other,3.0,12
61,Other,4.0,112
73,Female,4.0,16
75,Prefer not to say,5.0,122
56,Other,2.0,37
84,Other,5.0,99
21,Female,4.0,44
70,Other,3.0,166
16,Prefer not to say,3.0,108
62,Other,3.0,64
81,Other,4.0,37
9,Other,4.0,29
84,Other,4.0,124
76,Female,3.0,72
60,Prefer not to say,,114
50,Female,5.0,54
76,Other,,88
22,Female,5.0,35
48,Prefer not to say,2.0,76
47,Female,3.0,60
84,Prefer not to say,4.0,29
83,Female,3.0,72
81,Female,3.0,92
26,Prefer not to say,5.0,37
64,Prefer not to say,3.0,19
89,Female,3.0,79
67,Other,3.0,30
28,Prefer not to say,3.0,106
69,Prefer not to say,3.0,79
33,Prefer not to say,4.0,39
5,Prefer not to say,3.0,56
5,Female,3.0,73
77,Female,5.0,3
25,Male,4.0,27
82,Female,4.0,83
32,Other,4.0,26
22,Female,4.0,74
56,Male,4.0,97
70,Prefer not to say,4.0,57
66,Other,5.0,80
23,Female,4.0,10
6,Male,4.0,41
74,Male,2.0,34
59,Female,4.0,24
83,Female,5.0,43
61,Female,4.0,101
15,Male,5.0,51
20,Prefer not to say,3.0,74
89,Prefer not to say,3.0,70
66,Other,3.0,39
31,Female,5.0,24
26,Female,1.0,90
7,Prefer not to say,4.0,165
7,Female,4.0,25
25,Other,2.0,45
47,Prefer not to say,5.0,54
74,Female,,43
41,Male,4.0,86
60,Male,5.0,25
43,Other,4.0,62
24,Prefer not to say,3.0,12
69,Other,4.0,18
39,Female,4.0,105
47,Prefer not to say,5.0,34
25,Female,,64
14,Female,4.0,75
49,Male,5.0,60
7,Male,5.0,87
47,Other,4.0,17
56,Male,4.0,112
45,Female,4.0,30
45,Other,1.0,81
81,Other,4.0,61
13,Female,2.0,22
50,Female,4.0,22
20,Prefer not to say,5.0,41
51,Female,5.0,41
32,Female,4.0,28
32,Male,4.0,91
79,Male,4.0,77
15,Male,5.0,45
33,Male,4.0,5
60,Male,4.0,85
80,Prefer not to say,3.0,32
76,Female,4.0,10
61,Prefer not to say,2.0,86
57,Prefer not to say,4.0,145
78,Other,4.0,12
63,Female,3.0,28
39,Male,4.0,12
56,Male,2.0,137
40,Other,5.0,47
81,Other,5.0,56
62,Female,4.0,64
6,Female,4.0,29
32,Other,2.0,55
89,Prefer not to say,1.0,72
74,Male,3.0,118
67,Prefer not to say,4.0,114
56,Female,4.0,41
64,Prefer not to say,4.0,39
40,Prefer not to say,4.0,54
86,Female,4.0,47
66,Female,4.0,49
47,Prefer not to say,3.0,10
43,Prefer not to say,4.0,74
9,Prefer not to say,4.0,165
79,Female,3.0,48
54,Female,4.0,34
20,Male,5.0,89
87,Other,,29
56,Other,,41
73,Other,5.0,31
75,Female,4.0,37
7,Male,5.0,13
14,Female,3.0,57
55,Prefer not to say,5.0,39
73,Female,2.0,76
36,Female,4.0,105
9,Prefer not to say,4.0,22
47,Female,5.0,59
87,Other,3.0,39
16,Other,5.0,88
35,Prefer not to say,3.0,25
85,Other,5.0,48
26,Male,4.0,47
63,Male,2.0,17
56,Female,,45
51,Female,3.0,45
53,Other,4.0,57
60,Prefer not to say,4.0,75
35,Prefer not to say,4.0,59
63,Female,3.0,46
74,Other,5.0,37
80,Male,3.0,161
47,Prefer not to say,5.0,28
85,Prefer not to say,3.0,27
78,Other,4.0,131
9,Male,2.0,77
8,Prefer not to say,5.0,23
19,Female,4.0,34
6,Other,4.0,80
53,Male,5.0,25
60,Female,4.0,12
12,Male,3.0,47
20,Male,4.0,12
68,Male,2.0,27
88,Female,,50
28,Female,1.0,87
59,Male,5.0,189
58,Prefer not to say,2.0,65
85,Other,5.0,66
73,Female,5.0,149
82,Female,,19
82,Male,4.0,86
64,Female,5.0,142
35,Male,5.0,25
24,Female,5.0,22
81,Male,5.0,15
58,Female,5.0,61
13,Male,4.0,24
38,Male,4.0,84
80,Other,4.0,53
84,Prefer not to say,5.0,52
69,Other,4.0,1
20,Other,5.0,85
74,Other,3.0,27
88,Female,2.0,122
10,Prefer not to say,5.0,154
39,Male,5.0,17
7,Male,5.0,19
25,Male,4.0,54
11,Other,4.0,89
82,Female,3.0,66
34,Prefer not to say,4.0,20
26,Prefer not to say,5.0,17
18,Prefer not to say,5.0,51
59,Female,4.0,74
71,Female,4.0,91
9,Other,5.0,62
73,Prefer not to say,3.0,17
63,Male,4.0,13
13,Female,5.0,70
52,Prefer not to say,5.0,66
41,Prefer not to say,1.0,24
72,Other,4.0,79
24,Male,3.0,50
89,Male,2.0,66
54,Prefer not to say,3.0,29
28,Female,1.0,1
75,Female,4.0,86
53,Male,4.0,14
12,Female,,112
79,Prefer not to say,4.0,10
77,Male,2.0,56
10,Other,4.0,35
44,Female,3.0,91
85,Female,4.0,22
58,Female,4.0,96
81,Prefer not to say,4.0,122
21,Female,4.0,73
55,Other,5.0,45
6,Female,4.0,11
34,Other,5.0,62
36,Female,2.0,45
54,Male,5.0,75
75,Prefer not to say,4.0,32
20,Prefer not to say,5.0,93
87,Prefer not to say,4.0,31
83,Male,,30
59,Other,2.0,114
61,Prefer not to say,4.0,48
82,Other,,106
49,Female,,22
56,Female,1.0,81
75,Other,3.0,21
51,Male,,44
37,Other,3.0,43
28,Female,3.0,9
39,Male,4.0,8
68,Prefer not to say,5.0,87
89,Female,2.0,72
84,Prefer not to say,2.0,80
64,Other,2.0,18
85,Male,4.0,25
33,Male,2.0,37
22,Male,4.0,27
62,Female,3.0,47
52,Other,4.0,21
15,Male,4.0,75
7,Female,2.0,51
46,Other,5.0,38
22,Other,5.0,79
20,Prefer not to say,4.0,6
45,Male,2.0,73
69,Prefer not to say,5.0,22
47,Prefer not to say,1.0,32
47,Male,5.0,63
35,Other,4.0,77
32,Prefer not to say,4.0,31
55,Prefer not to say,5.0,52
31,Female,5.0,68
13,Other,4.0,54
42,Female,4.0,119
40,Prefer not to say,3.0,155
64,Other,,18
61,Other,4.0,50
51,Prefer not to say,4.0,59
72,Female,4.0,47
55,Prefer not to say,,24
62,Other,5.0,3
52,Prefer not to say,,30
63,Other,3.0,32
80,Other,3.0,46
51,Male,3.0,55
19,Female,3.0,58
82,Other,1.0,58
76,Female,5.0,40
6,Male,5.0,12
83,Female,,30
65,Male,4.0,79
44,Prefer not to say,3.0,8
47,Other,4.0,26
52,Other,5.0,132
76,Female,5.0,30
73,Male,5.0,17
61,Female,3.0,7
72,Male,3.0,43
16,Prefer not to say,,27
78,Other,4.0,100
72,Other,3.0,42
55,Prefer not to say,1.0,47
78,Male,4.0,71
33,Male,4.0,145
33,Male,5.0,6
87,Other,4.0,65
17,Male,3.0,43
61,Prefer not to say,4.0,19
50,Male,2.0,76
24,Female,4.0,26
86,Male,4.0,38
63,Prefer not to say,5.0,32
40,Other,4.0,20
5,Male,4.0,22
7,Female,4.0,15
48,Female,2.0,65
59,Prefer not to say,,38
64,Male,4.0,49
7,Male,3.0,59
89,Male,3.0,72
67,Female,4.0,77
86,Other,,63
35,Male,5.0,71
65,Female,3.0,65
53,Other,5.0,6
48,Prefer not to say,4.0,49
56,Prefer not to say,4.0,144
35,Female,3.0,78
76,Female,5.0,17
53,Male,1.0,24
50,Prefer not to say,2.0,81
58,Male,3.0,54
88,Male,5.0,66
15,Prefer not to say,5.0,16
69,Prefer not to say,4.0,31
89,Prefer not to say,4.0,11
21,Other,,27
32,Male,1.0,102
86,Male,,24
78,Prefer not to say,4.0,22
13,Prefer not to say,5.0,29
38,Prefer not to say,4.0,25
24,Prefer not to say,4.0,107
7,Prefer not to say,2.0,85
5,Other,1.0,87
64,Female,4.0,91
54,Male,3.0,112
12,Female,3.0,67
22,Other,5.0,51
34,Male,5.0,92
26,Prefer not to say,5.0,163
85,Other,4.0,36
13,Other,5.0,52
26,Prefer not to say,4.0,15
14,Prefer not to say,2.0,41
71,Female,3.0,55
85,Male,4.0,38
13,Other,4.0,22
51,Prefer not to say,,65
44,Other,5.0,20
40,Male,4.0,46
23,Prefer not to say,4.0,67
6,Prefer not to say,5.0,217
49,Male,1.0,12
87,Prefer not to say,4.0,59
37,Male,4.0,36
68,Prefer not to say,2.0,66
30,Male,,20
38,Other,4.0,196
67,Male,4.0,20
32,Female,3.0,79
84,Other,4.0,76
82,Other,5.0,88
10,Prefer not to say,2.0,22
15,Prefer not to say,4.0,44
50,Female,4.0,24
24,Other,5.0,28
40,Prefer not to say,,7
20,Female,4.0,53
74,Male,5.0,54
76,Male,5.0,55
49,Female,2.0,53
52,Male,4.0,154
8,Male,5.0,56
52,Other,,48
88,Other,3.0,21
71,Male,3.0,43
32,Male,3.0,159
34,Female,5.0,73
33,Other,3.0,32
25,Female,4.0,119
46,Other,5.0,102
54,Female,4.0,155
7,Prefer not to say,4.0,83
69,Female,5.0,56
27,Prefer not to say,5.0,20
9,Male,3.0,156
29,Other,5.0,105
39,Other,4.0,25
69,Prefer not to say,5.0,100
83,Other,3.0,31
43,Prefer not to say,5.0,98
22,Prefer not to say,5.0,33
29,Female,,49
5,Female,2.0,10
66,Female,4.0,37
13,Female,5.0,36
45,Prefer not to say,3.0,46
26,Other,2.0,50
70,Prefer not to say,,62
49,Other,,49
56,Male,3.0,4
